unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
PCA,k nearest neighbor,OT,z-ternary,LUAD stage,train,binary,1530,512,542,2,0.6219717395014083,AUC
PCA,k nearest neighbor,OT,z-ternary,CESC grade,train,binary,1530,512,306,2,0.6222457583441565,AUC
PCA,k nearest neighbor,OT,z-ternary,LIHC grade,train,binary,1530,512,374,2,0.6136799999999999,AUC
PCA,k nearest neighbor,OT,z-ternary,COAD stage,train,binary,1530,512,505,2,0.578985413098683,AUC
PCA,k nearest neighbor,OT,z-ternary,UCEC stage,train,binary,1530,512,554,2,0.5891091219096335,AUC
PCA,k nearest neighbor,OT,z-ternary,HNSC grade,test,binary,1530,512,504,2,0.602140974967062,AUC
PCA,k nearest neighbor,OT,z-ternary,STAD grade,train,binary,1530,512,416,2,0.6306230492196878,AUC
PCA,k nearest neighbor,OT,z-ternary,GSE65832 lesional,train,binary,1530,512,40,2,0.6,AUC
PCA,k nearest neighbor,OT,z-ternary,LGG grade,train,binary,1530,512,532,2,0.6436670160726765,AUC
PCA,k nearest neighbor,OT,z-ternary,KIRC stage,train,binary,1530,512,544,2,0.7289000656687866,AUC
PCA,k nearest neighbor,OT,z-ternary,UCEC grade,train,binary,1530,512,554,2,0.8166330476588627,AUC
PCA,k nearest neighbor,OT,z-ternary,GSE67785 lesional,test,binary,1530,512,28,2,1.0,AUC
PCA,k nearest neighbor,OT,z-ternary,GSE66207 disease type,train,multiclass,1530,512,20,3,0.5166666666666666,class accuracy
PCA,k nearest neighbor,OT,z-ternary,GSE50244 diabetic,validate,multiclass,1530,512,76,3,0.6858333333333333,class accuracy
PCA,k nearest neighbor,OT,z-ternary,GSE47944 lesional,validate,multiclass,1530,512,63,3,0.7454545454545455,class accuracy
PCA,proportional hazard,all,tpm,ECSA PFI,train,survival,57992,512,184,2,0.4897608974820138,C-index
PCA,proportional hazard,all,tpm,SARC OS,train,survival,57992,512,259,2,0.5090615096921265,C-index
PCA,proportional hazard,all,tpm,LUSC OS,test,survival,57992,512,495,2,0.4869422224821836,C-index
PCA,proportional hazard,all,tpm,CESC OS,train,survival,57992,512,304,2,0.4802538947619158,C-index
PCA,proportional hazard,all,tpm,KIRP PFI,train,survival,57992,512,288,2,0.4540481987064597,C-index
PCA,proportional hazard,all,tpm,OV PFI,train,survival,57992,512,420,2,0.4891837193031653,C-index
PCA,proportional hazard,all,tpm,CESC PFI,train,survival,57992,512,304,2,0.4975066435494284,C-index
PCA,proportional hazard,all,tpm,LUSC PFI,test,survival,57992,512,496,2,0.5303967744746287,C-index
PCA,proportional hazard,all,tpm,SARC PFI,train,survival,57992,512,259,2,0.5389529312155139,C-index
PCA,proportional hazard,all,tpm,HNSC PFI,validate,survival,57992,512,501,2,0.4818779924918696,C-index
PCA,proportional hazard,all,tpm,LUAD PFI,train,survival,57992,512,507,2,0.5262888907533352,C-index
PCA,proportional hazard,all,tpm,KIRP OS,train,survival,57992,512,289,2,0.5373839686971612,C-index
PCA,proportional hazard,all,tpm,COAD PFI,train,survival,57992,512,455,2,0.5189632111994906,C-index
PCA,proportional hazard,all,tpm,UCEC OS,train,survival,57992,512,540,2,0.5340083535706583,C-index
PCA,proportional hazard,all,tpm,PAAD PFI,train,survival,57992,512,178,2,0.52826457150787,C-index
PCA,proportional hazard,all,tpm,COAD OS,train,survival,57992,512,455,2,0.4953814018500499,C-index
PCA,proportional hazard,all,tpm,OV OS,train,survival,57992,512,420,2,0.5368045943076998,C-index
PCA,proportional hazard,all,tpm,UCEC PFI,train,survival,57992,512,540,2,0.5347523059078867,C-index
PCA,proportional hazard,all,tpm,STAD PFI,train,survival,57992,512,411,2,0.488144090258139,C-index
PCA,proportional hazard,all,tpm,BLCA PFI,test,survival,57992,512,408,2,0.566981816301597,C-index
PCA,proportional hazard,all,tpm,LUAD OS,train,survival,57992,512,507,2,0.5215960492536575,C-index
PCA,proportional hazard,all,tpm,STAD OS,train,survival,57992,512,409,2,0.5263510134220212,C-index
PCA,proportional hazard,all,tpm,ECSA OS,train,survival,57992,512,184,2,0.4690755645646528,C-index
PCA,proportional hazard,all,tpm,PAAD OS,train,survival,57992,512,178,2,0.5137105128414149,C-index
PCA,proportional hazard,all,tpm,BLCA OS,test,survival,57992,512,407,2,0.5681279125122006,C-index
PCA,proportional hazard,all,tpm,HNSC OS,validate,survival,57992,512,501,2,0.48089714814350104,C-index
PCA,proportional hazard,all,clr,ECSA PFI,train,survival,57992,512,184,2,0.5003999192086012,C-index
PCA,proportional hazard,all,clr,SARC OS,train,survival,57992,512,259,2,0.4724120757858977,C-index
PCA,proportional hazard,all,clr,LUSC OS,test,survival,57992,512,495,2,0.5113705884526337,C-index
PCA,proportional hazard,all,clr,CESC OS,train,survival,57992,512,304,2,0.5391833056643497,C-index
PCA,proportional hazard,all,clr,KIRP PFI,train,survival,57992,512,288,2,0.5165840420640406,C-index
PCA,proportional hazard,all,clr,OV PFI,train,survival,57992,512,420,2,0.519120765632358,C-index
PCA,proportional hazard,all,clr,CESC PFI,train,survival,57992,512,304,2,0.5476415463030555,C-index
PCA,proportional hazard,all,clr,LUSC PFI,test,survival,57992,512,496,2,0.4888579501638568,C-index
PCA,proportional hazard,all,clr,SARC PFI,train,survival,57992,512,259,2,0.517795733250525,C-index
PCA,proportional hazard,all,clr,HNSC PFI,validate,survival,57992,512,501,2,0.5124873976193289,C-index
PCA,proportional hazard,all,clr,LUAD PFI,train,survival,57992,512,507,2,0.5002723282062138,C-index
PCA,proportional hazard,all,clr,KIRP OS,train,survival,57992,512,289,2,0.517262465425738,C-index
PCA,proportional hazard,all,clr,COAD PFI,train,survival,57992,512,455,2,0.5066077370551356,C-index
PCA,proportional hazard,all,clr,UCEC OS,train,survival,57992,512,540,2,0.5714330041558873,C-index
PCA,proportional hazard,all,clr,PAAD PFI,train,survival,57992,512,178,2,0.5579418879879061,C-index
PCA,proportional hazard,all,clr,COAD OS,train,survival,57992,512,455,2,0.5277640280465654,C-index
PCA,proportional hazard,all,clr,OV OS,train,survival,57992,512,420,2,0.5433231741777407,C-index
PCA,proportional hazard,all,clr,UCEC PFI,train,survival,57992,512,540,2,0.5164906907211486,C-index
PCA,proportional hazard,all,clr,STAD PFI,train,survival,57992,512,411,2,0.5229275739706575,C-index
PCA,proportional hazard,all,clr,BLCA PFI,test,survival,57992,512,408,2,0.5206325502496404,C-index
PCA,proportional hazard,all,clr,LUAD OS,train,survival,57992,512,507,2,0.5166196544285785,C-index
PCA,proportional hazard,all,clr,STAD OS,train,survival,57992,512,409,2,0.5503103966862732,C-index
PCA,proportional hazard,all,clr,ECSA OS,train,survival,57992,512,184,2,0.5113190748967724,C-index
PCA,proportional hazard,all,clr,PAAD OS,train,survival,57992,512,178,2,0.5261522157777145,C-index
PCA,proportional hazard,all,clr,BLCA OS,test,survival,57992,512,407,2,0.5479450041340195,C-index
PCA,proportional hazard,all,clr,HNSC OS,validate,survival,57992,512,501,2,0.5379456997424541,C-index
PCA,proportional hazard,all,z-score,ECSA PFI,train,survival,57992,512,184,2,0.5356766368938459,C-index
PCA,proportional hazard,all,z-score,SARC OS,train,survival,57992,512,259,2,0.5205943928807465,C-index
PCA,proportional hazard,all,z-score,LUSC OS,test,survival,57992,512,495,2,0.5065896719174631,C-index
PCA,proportional hazard,all,z-score,CESC OS,train,survival,57992,512,304,2,0.5144527607595812,C-index
PCA,proportional hazard,all,z-score,KIRP PFI,train,survival,57992,512,288,2,0.4801689416104352,C-index
PCA,proportional hazard,all,z-score,OV PFI,train,survival,57992,512,420,2,0.5034106935134846,C-index
PCA,proportional hazard,all,z-score,CESC PFI,train,survival,57992,512,304,2,0.4814312337590192,C-index
PCA,proportional hazard,all,z-score,LUSC PFI,test,survival,57992,512,496,2,0.5102929641999792,C-index
PCA,proportional hazard,all,z-score,SARC PFI,train,survival,57992,512,259,2,0.4892134831037813,C-index
PCA,proportional hazard,all,z-score,HNSC PFI,validate,survival,57992,512,501,2,0.5204732880365961,C-index
PCA,proportional hazard,all,z-score,LUAD PFI,train,survival,57992,512,507,2,0.5212796089728863,C-index
PCA,proportional hazard,all,z-score,KIRP OS,train,survival,57992,512,289,2,0.5030973870055266,C-index
PCA,proportional hazard,all,z-score,COAD PFI,train,survival,57992,512,455,2,0.5390346320332551,C-index
PCA,proportional hazard,all,z-score,UCEC OS,train,survival,57992,512,540,2,0.5135043784234247,C-index
PCA,proportional hazard,all,z-score,PAAD PFI,train,survival,57992,512,178,2,0.5421197120427242,C-index
PCA,proportional hazard,all,z-score,COAD OS,train,survival,57992,512,455,2,0.5264934842253205,C-index
PCA,proportional hazard,all,z-score,OV OS,train,survival,57992,512,420,2,0.5482788502941485,C-index
PCA,proportional hazard,all,z-score,UCEC PFI,train,survival,57992,512,540,2,0.5023620685721482,C-index
PCA,proportional hazard,all,z-score,STAD PFI,train,survival,57992,512,411,2,0.5048666767864448,C-index
PCA,proportional hazard,all,z-score,BLCA PFI,test,survival,57992,512,408,2,0.545615060664805,C-index
PCA,proportional hazard,all,z-score,LUAD OS,train,survival,57992,512,507,2,0.5320747588089476,C-index
PCA,proportional hazard,all,z-score,STAD OS,train,survival,57992,512,409,2,0.5566393332202575,C-index
PCA,proportional hazard,all,z-score,ECSA OS,train,survival,57992,512,184,2,0.5708502418004126,C-index
PCA,proportional hazard,all,z-score,PAAD OS,train,survival,57992,512,178,2,0.5543943507847479,C-index
PCA,proportional hazard,all,z-score,BLCA OS,test,survival,57992,512,407,2,0.5243298893849598,C-index
PCA,proportional hazard,all,z-score,HNSC OS,validate,survival,57992,512,501,2,0.5310749638034733,C-index
PCA,proportional hazard,all,z-ternary,ECSA PFI,train,survival,57992,512,184,2,0.498261344445738,C-index
PCA,proportional hazard,all,z-ternary,SARC OS,train,survival,57992,512,259,2,0.5228355858736753,C-index
PCA,proportional hazard,all,z-ternary,LUSC OS,test,survival,57992,512,495,2,0.4585418217288377,C-index
PCA,proportional hazard,all,z-ternary,CESC OS,train,survival,57992,512,304,2,0.4802515867600681,C-index
PCA,proportional hazard,all,z-ternary,KIRP PFI,train,survival,57992,512,288,2,0.5270762121318724,C-index
PCA,proportional hazard,all,z-ternary,OV PFI,train,survival,57992,512,420,2,0.5544644474413234,C-index
PCA,proportional hazard,all,z-ternary,CESC PFI,train,survival,57992,512,304,2,0.5218777553881583,C-index
PCA,proportional hazard,all,z-ternary,LUSC PFI,test,survival,57992,512,496,2,0.4774520048116265,C-index
PCA,proportional hazard,all,z-ternary,SARC PFI,train,survival,57992,512,259,2,0.4997182337268498,C-index
PCA,proportional hazard,all,z-ternary,HNSC PFI,validate,survival,57992,512,501,2,0.5100714024120893,C-index
PCA,proportional hazard,all,z-ternary,LUAD PFI,train,survival,57992,512,507,2,0.5600133894117704,C-index
PCA,proportional hazard,all,z-ternary,KIRP OS,train,survival,57992,512,289,2,0.5141644357825217,C-index
PCA,proportional hazard,all,z-ternary,COAD PFI,train,survival,57992,512,455,2,0.5094609372855123,C-index
PCA,proportional hazard,all,z-ternary,UCEC OS,train,survival,57992,512,540,2,0.498813005899274,C-index
PCA,proportional hazard,all,z-ternary,PAAD PFI,train,survival,57992,512,178,2,0.5285900318562943,C-index
PCA,proportional hazard,all,z-ternary,COAD OS,train,survival,57992,512,455,2,0.5395529191509347,C-index
PCA,proportional hazard,all,z-ternary,OV OS,train,survival,57992,512,420,2,0.5602450149305728,C-index
PCA,proportional hazard,all,z-ternary,UCEC PFI,train,survival,57992,512,540,2,0.5456834290918977,C-index
PCA,proportional hazard,all,z-ternary,STAD PFI,train,survival,57992,512,411,2,0.5530862595678611,C-index
PCA,proportional hazard,all,z-ternary,BLCA PFI,test,survival,57992,512,408,2,0.4984851199885422,C-index
PCA,proportional hazard,all,z-ternary,LUAD OS,train,survival,57992,512,507,2,0.5032809776193672,C-index
PCA,proportional hazard,all,z-ternary,STAD OS,train,survival,57992,512,409,2,0.5217667780764723,C-index
PCA,proportional hazard,all,z-ternary,ECSA OS,train,survival,57992,512,184,2,0.5489502852133252,C-index
PCA,proportional hazard,all,z-ternary,PAAD OS,train,survival,57992,512,178,2,0.5472095857452326,C-index
PCA,proportional hazard,all,z-ternary,BLCA OS,test,survival,57992,512,407,2,0.5099549686480361,C-index
PCA,proportional hazard,all,z-ternary,HNSC OS,validate,survival,57992,512,501,2,0.5674764322381363,C-index
PCA,proportional hazard,O,tpm,ECSA PFI,train,survival,17970,512,184,2,0.4654914943709398,C-index
PCA,proportional hazard,O,tpm,SARC OS,train,survival,17970,512,259,2,0.5060588148856532,C-index
PCA,proportional hazard,O,tpm,LUSC OS,test,survival,17970,512,495,2,0.4963273906536098,C-index
PCA,proportional hazard,O,tpm,CESC OS,train,survival,17970,512,304,2,0.4967130438018077,C-index
PCA,proportional hazard,O,tpm,KIRP PFI,train,survival,17970,512,288,2,0.4840874948775181,C-index
PCA,proportional hazard,O,tpm,OV PFI,train,survival,17970,512,420,2,0.5373828913877283,C-index
PCA,proportional hazard,O,tpm,CESC PFI,train,survival,17970,512,304,2,0.4678657275528434,C-index
PCA,proportional hazard,O,tpm,LUSC PFI,test,survival,17970,512,496,2,0.5112418481558848,C-index
PCA,proportional hazard,O,tpm,SARC PFI,train,survival,17970,512,259,2,0.5247447480671095,C-index
PCA,proportional hazard,O,tpm,HNSC PFI,validate,survival,17970,512,501,2,0.5132496902331825,C-index
PCA,proportional hazard,O,tpm,LUAD PFI,train,survival,17970,512,507,2,0.4694863979088731,C-index
PCA,proportional hazard,O,tpm,KIRP OS,train,survival,17970,512,289,2,0.529734690185452,C-index
PCA,proportional hazard,O,tpm,COAD PFI,train,survival,17970,512,455,2,0.559986516230297,C-index
PCA,proportional hazard,O,tpm,UCEC OS,train,survival,17970,512,540,2,0.5367122837051297,C-index
PCA,proportional hazard,O,tpm,PAAD PFI,train,survival,17970,512,178,2,0.5175669038809642,C-index
PCA,proportional hazard,O,tpm,COAD OS,train,survival,17970,512,455,2,0.5123506564418947,C-index
PCA,proportional hazard,O,tpm,OV OS,train,survival,17970,512,420,2,0.4909102181168538,C-index
PCA,proportional hazard,O,tpm,UCEC PFI,train,survival,17970,512,540,2,0.5402275157972939,C-index
PCA,proportional hazard,O,tpm,STAD PFI,train,survival,17970,512,411,2,0.4452317595624497,C-index
PCA,proportional hazard,O,tpm,BLCA PFI,test,survival,17970,512,408,2,0.4898291586231718,C-index
PCA,proportional hazard,O,tpm,LUAD OS,train,survival,17970,512,507,2,0.4956738333926766,C-index
PCA,proportional hazard,O,tpm,STAD OS,train,survival,17970,512,409,2,0.53331193135901,C-index
PCA,proportional hazard,O,tpm,ECSA OS,train,survival,17970,512,184,2,0.5273555784208279,C-index
PCA,proportional hazard,O,tpm,PAAD OS,train,survival,17970,512,178,2,0.4837808580786323,C-index
PCA,proportional hazard,O,tpm,BLCA OS,test,survival,17970,512,407,2,0.5248441341054434,C-index
PCA,proportional hazard,O,tpm,HNSC OS,validate,survival,17970,512,501,2,0.5175119605704009,C-index
PCA,proportional hazard,O,clr,ECSA PFI,train,survival,17970,512,184,2,0.5130028539166546,C-index
PCA,proportional hazard,O,clr,SARC OS,train,survival,17970,512,259,2,0.5035199454328968,C-index
PCA,proportional hazard,O,clr,LUSC OS,test,survival,17970,512,495,2,0.4896094740188607,C-index
PCA,proportional hazard,O,clr,CESC OS,train,survival,17970,512,304,2,0.5075615891294396,C-index
PCA,proportional hazard,O,clr,KIRP PFI,train,survival,17970,512,288,2,0.5559274892046102,C-index
PCA,proportional hazard,O,clr,OV PFI,train,survival,17970,512,420,2,0.5118043711829243,C-index
PCA,proportional hazard,O,clr,CESC PFI,train,survival,17970,512,304,2,0.5328427592119442,C-index
PCA,proportional hazard,O,clr,LUSC PFI,test,survival,17970,512,496,2,0.5068621619865119,C-index
PCA,proportional hazard,O,clr,SARC PFI,train,survival,17970,512,259,2,0.4123662166463905,C-index
PCA,proportional hazard,O,clr,HNSC PFI,validate,survival,17970,512,501,2,0.5398209060164179,C-index
PCA,proportional hazard,O,clr,LUAD PFI,train,survival,17970,512,507,2,0.4860953108628925,C-index
PCA,proportional hazard,O,clr,KIRP OS,train,survival,17970,512,289,2,0.48700915587657706,C-index
PCA,proportional hazard,O,clr,COAD PFI,train,survival,17970,512,455,2,0.5020079241748211,C-index
PCA,proportional hazard,O,clr,UCEC OS,train,survival,17970,512,540,2,0.5167389900456527,C-index
PCA,proportional hazard,O,clr,PAAD PFI,train,survival,17970,512,178,2,0.4624089576704738,C-index
PCA,proportional hazard,O,clr,COAD OS,train,survival,17970,512,455,2,0.5459365810940767,C-index
PCA,proportional hazard,O,clr,OV OS,train,survival,17970,512,420,2,0.4892333091285133,C-index
PCA,proportional hazard,O,clr,UCEC PFI,train,survival,17970,512,540,2,0.5364995817503326,C-index
PCA,proportional hazard,O,clr,STAD PFI,train,survival,17970,512,411,2,0.5456877867194668,C-index
PCA,proportional hazard,O,clr,BLCA PFI,test,survival,17970,512,408,2,0.550166307364575,C-index
PCA,proportional hazard,O,clr,LUAD OS,train,survival,17970,512,507,2,0.5386680398226016,C-index
PCA,proportional hazard,O,clr,STAD OS,train,survival,17970,512,409,2,0.4963093085997018,C-index
PCA,proportional hazard,O,clr,ECSA OS,train,survival,17970,512,184,2,0.5306675511440909,C-index
PCA,proportional hazard,O,clr,PAAD OS,train,survival,17970,512,178,2,0.6039271413419014,C-index
PCA,proportional hazard,O,clr,BLCA OS,test,survival,17970,512,407,2,0.5400740505916511,C-index
PCA,proportional hazard,O,clr,HNSC OS,validate,survival,17970,512,501,2,0.5134574810689336,C-index
PCA,proportional hazard,O,z-score,ECSA PFI,train,survival,17970,512,184,2,0.5128273162971777,C-index
PCA,proportional hazard,O,z-score,SARC OS,train,survival,17970,512,259,2,0.4984330827293759,C-index
PCA,proportional hazard,O,z-score,LUSC OS,test,survival,17970,512,495,2,0.5226760814219485,C-index
PCA,proportional hazard,O,z-score,CESC OS,train,survival,17970,512,304,2,0.4887156004141434,C-index
PCA,proportional hazard,O,z-score,KIRP PFI,train,survival,17970,512,288,2,0.5353569692887751,C-index
PCA,proportional hazard,O,z-score,OV PFI,train,survival,17970,512,420,2,0.4924749350240806,C-index
PCA,proportional hazard,O,z-score,CESC PFI,train,survival,17970,512,304,2,0.5073274360315564,C-index
PCA,proportional hazard,O,z-score,LUSC PFI,test,survival,17970,512,496,2,0.5236276047527676,C-index
PCA,proportional hazard,O,z-score,SARC PFI,train,survival,17970,512,259,2,0.5117523310016328,C-index
PCA,proportional hazard,O,z-score,HNSC PFI,validate,survival,17970,512,501,2,0.5033762136470228,C-index
PCA,proportional hazard,O,z-score,LUAD PFI,train,survival,17970,512,507,2,0.503334232475541,C-index
PCA,proportional hazard,O,z-score,KIRP OS,train,survival,17970,512,289,2,0.4813945244487499,C-index
PCA,proportional hazard,O,z-score,COAD PFI,train,survival,17970,512,455,2,0.5147885928322821,C-index
PCA,proportional hazard,O,z-score,UCEC OS,train,survival,17970,512,540,2,0.5158108126892801,C-index
PCA,proportional hazard,O,z-score,PAAD PFI,train,survival,17970,512,178,2,0.5139948610053928,C-index
PCA,proportional hazard,O,z-score,COAD OS,train,survival,17970,512,455,2,0.5158843066319057,C-index
PCA,proportional hazard,O,z-score,OV OS,train,survival,17970,512,420,2,0.4941750816202586,C-index
PCA,proportional hazard,O,z-score,UCEC PFI,train,survival,17970,512,540,2,0.5135822413974139,C-index
PCA,proportional hazard,O,z-score,STAD PFI,train,survival,17970,512,411,2,0.4872795351195245,C-index
PCA,proportional hazard,O,z-score,BLCA PFI,test,survival,17970,512,408,2,0.5298921066456392,C-index
PCA,proportional hazard,O,z-score,LUAD OS,train,survival,17970,512,507,2,0.5073883757829233,C-index
PCA,proportional hazard,O,z-score,STAD OS,train,survival,17970,512,409,2,0.5075936548180131,C-index
PCA,proportional hazard,O,z-score,ECSA OS,train,survival,17970,512,184,2,0.5617046855586343,C-index
PCA,proportional hazard,O,z-score,PAAD OS,train,survival,17970,512,178,2,0.5855773024570764,C-index
PCA,proportional hazard,O,z-score,BLCA OS,test,survival,17970,512,407,2,0.5218893974881457,C-index
PCA,proportional hazard,O,z-score,HNSC OS,validate,survival,17970,512,501,2,0.4933271791658238,C-index
PCA,proportional hazard,O,z-ternary,ECSA PFI,train,survival,17970,512,184,2,0.4691130787455687,C-index
PCA,proportional hazard,O,z-ternary,SARC OS,train,survival,17970,512,259,2,0.5026916626961453,C-index
PCA,proportional hazard,O,z-ternary,LUSC OS,test,survival,17970,512,495,2,0.4771367973003454,C-index
