# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
ref_mOTU_v2_3023	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__Ilumatobacter|s__Ilumatobacter coccineus	0.0000000000
ref_mOTU_v2_3024	k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis sp. GBS	0.0000000000
ref_mOTU_v2_3025	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia anserina	0.0000000000
ref_mOTU_v2_3026	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Thermonemataceae|g__Thermonema|s__Thermonema rossianum	0.0000000000
ref_mOTU_v2_3027	k__Bacteria|p__Fibrobacteres|c__Chitinivibrionia|o__Chitinivibrionales|f__Chitinivibrionaceae|g__Chitinivibrio|s__Chitinivibrio alkaliphilus	0.0000000000
ref_mOTU_v2_3028	k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Saprospiraceae|g__Aureispira|s__Aureispira sp. CCB-QB1	0.0000000000
ref_mOTU_v2_3029	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium sp. (Nauphoeta cinerea)	0.0000000000
ref_mOTU_v2_3030	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Phaeospirillum|s__Phaeospirillum fulvum	0.0000000000
ref_mOTU_v2_3031	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseivivax|s__Roseivivax atlanticus	0.0000000000
ref_mOTU_v2_3032	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina atlantica	0.0000000000
ref_mOTU_v2_3033	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thioclava|s__Thioclava atlantica	0.0000000000
ref_mOTU_v2_3034	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__candidatus Mycoplasma girerdii	0.0000000000
ref_mOTU_v2_3035	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter lipolyticus	0.0000000000
ref_mOTU_v2_3036	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium somerae	0.0000000000
ref_mOTU_v2_3037	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus suis	0.0000000000
ref_mOTU_v2_3038	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter sp. oral taxon 458	0.0000000000
ref_mOTU_v2_3039	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium sp. oral taxon 810	0.0000000000
ref_mOTU_v2_3040	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales bacterium oral taxon 876	0.0000000000
ref_mOTU_v2_3041	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia sp. oral taxon 215	0.0000000000
ref_mOTU_v2_3042	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella sp. oral taxon 131	0.0000000000
ref_mOTU_v2_3043	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis|s__Peptostreptococcaceae bacterium oral taxon 113	0.0000000000
ref_mOTU_v2_3044	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sp. oral taxon 892	0.0000000000
ref_mOTU_v2_3045	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. gen. Incertae Sedis|s__[Eubacterium] brachy	0.0000000000
ref_mOTU_v2_3046	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema lecithinolyticum	0.0000000000
ref_mOTU_v2_3047	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales Family XI. Incertae Sedis|g__Gemella|s__Gemella bergeri	0.0000000000
ref_mOTU_v2_3048	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piezophilus	0.0000000000
ref_mOTU_v2_3049	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus defluvii	0.0000000000
ref_mOTU_v2_3050	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas pelagia	0.0000000000
ref_mOTU_v2_3051	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__candidatus Halobonum|s__candidatus Halobonum tyrrellensis	0.0000000000
ref_mOTU_v2_3052	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter fennelliae	0.0000000000
ref_mOTU_v2_3053	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobales fam. incertae sedis|g__Sulfolobales gen. incertae sedis|s__Sulfolobales archaeon AZ1	0.0000000000
ref_mOTU_v2_3054	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Catenovulum|s__Catenovulum agarivorans	0.0000000000
ref_mOTU_v2_3055	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella oryzae	0.0000000000
ref_mOTU_v2_3056	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces|s__Thermoactinomyces daqus	0.0000000000
ref_mOTU_v2_3057	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|s__Spirochaeta sp. JC202	0.0000000000
ref_mOTU_v2_3058	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Osedax symbiont Rs1	0.0000000000
ref_mOTU_v2_3059	k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus caliditerrae	0.0000000000
ref_mOTU_v2_3060	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Agarivorans|s__Agarivorans albus	0.0000000000
ref_mOTU_v2_3061	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium lactosutens	0.0000000000
ref_mOTU_v2_3062	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea sp. AS-PWVM4	0.0000000000
ref_mOTU_v2_3063	k__Bacteria|p__candidatus Saccharibacteria|c__candidatus Saccharibacteria class incertae sedis|o__candidatus Saccharibacteria order incertae sedis|f__candidatus Saccharibacteria fam. incertae sedis|g__candidatus Saccharimonas|s__candidatus Saccharimonas aalborgensis	0.0000000000
ref_mOTU_v2_3064	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas haloplanktis	0.0000000000
ref_mOTU_v2_3065	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Salinarchaeum|s__Salinarchaeum sp. Harcht-Bsk1	0.0000000000
ref_mOTU_v2_3066	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas stutzeri	0.0000000000
ref_mOTU_v2_3067	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidicaulis|s__Tepidicaulis marinus	0.0000000000
ref_mOTU_v2_3068	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia huakuii	0.0000000000
ref_mOTU_v2_3069	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter|s__Spiribacter sp. UAH-SP71	0.0000000000
ref_mOTU_v2_3070	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp. YL23	0.0000000000
ref_mOTU_v2_3071	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas gilardii	0.0000000000
ref_mOTU_v2_3073	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella waksmanii	0.0000000000
ref_mOTU_v2_3074	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Atopobacter|s__Atopobacter phocae	0.0000000000
ref_mOTU_v2_3075	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium selenitireducens	0.0000000000
ref_mOTU_v2_3076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus flavefaciens	0.0000000000
ref_mOTU_v2_3077	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Phaseolibacter|s__Phaseolibacter flectens	0.0000000000
ref_mOTU_v2_3079	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium xylanophilum	0.0000000000
ref_mOTU_v2_3080	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga flocculans	0.0000000000
ref_mOTU_v2_3081	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Carnimonas|s__Carnimonas nigrificans	0.0000000000
ref_mOTU_v2_3082	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium larrymoorei	0.0000000000
ref_mOTU_v2_3083	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Polaribacter sp. Hel1_33_49	0.0000000000
ref_mOTU_v2_3084	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella|s__Loktanella cinnabarina	0.0000000000
ref_mOTU_v2_3085	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix sp. 336/3	0.0000000000
ref_mOTU_v2_3086	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. UNC438CL73TsuS30	0.0000000000
ref_mOTU_v2_3087	k__Bacteria|p__Acidobacteria|c__Solibacteres|o__Solibacterales|f__Solibacterales fam. incertae sedis|g__Bryobacter|s__Bryobacter aggregatus	0.0000000000
ref_mOTU_v2_3088	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella|s__Laceyella sacchari	0.0000000000
ref_mOTU_v2_3089	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium saliperosum	0.0000000000
ref_mOTU_v2_3090	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus flavefaciens	0.0000000000
ref_mOTU_v2_3091	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium limnosediminis	0.0000000000
ref_mOTU_v2_3092	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium septicum	0.0000000000
ref_mOTU_v2_3093	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter geojensis	0.0000000000
ref_mOTU_v2_3094	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter noctilucicola	0.0000000000
ref_mOTU_v2_3095	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter noctilucae	0.0000000000
ref_mOTU_v2_3096	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacteriaceae gen. incertae sedis|s__secondary endosymbiont of Heteropsylla cubana	0.0000000000
ref_mOTU_v2_3099	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Saccharibacter|s__Saccharibacter sp. AM169	0.0000000000
ref_mOTU_v2_3100	k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus|s__Palaeococcus pacificus	0.0000000000
ref_mOTU_v2_3101	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Tatumella|s__Tatumella saanichensis	0.0000000000
ref_mOTU_v2_3102	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp. TS-1	0.0000000000
ref_mOTU_v2_3103	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium saccharobutylicum	0.0000000000
ref_mOTU_v2_3104	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus sp. JF8	0.0000000000
ref_mOTU_v2_3105	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium paucimobilis	0.0000000000
ref_mOTU_v2_3106	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes sp. SE50/110	0.0000000000
ref_mOTU_v2_3107	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium ummariense	0.0000000000
ref_mOTU_v2_3108	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. EB01	0.0000000000
ref_mOTU_v2_3109	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Paucisalibacillus|s__Paucisalibacillus sp. EB02	0.0000000000
ref_mOTU_v2_3110	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa agariphila	0.0000000000
ref_mOTU_v2_3111	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FF3	0.0000000000
ref_mOTU_v2_3112	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. FF4	0.0000000000
ref_mOTU_v2_3113	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Anaerosalibacter|s__Anaerosalibacter sp. ND1	0.0000000000
ref_mOTU_v2_3114	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae gen. incertae sedis|s__Bacteroidaceae bacterium MS4	0.0000000000
ref_mOTU_v2_3115	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas sp. OCN003	0.0000000000
ref_mOTU_v2_3116	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia rubra	0.0000000000
ref_mOTU_v2_3117	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio diazotrophicus	0.0000000000
ref_mOTU_v2_3118	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Thauera|s__Thauera terpenica	0.0000000000
ref_mOTU_v2_3119	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium argentoratense	0.0000000000
ref_mOTU_v2_3120	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus megaterium	0.0000000000
ref_mOTU_v2_3121	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus uberis	0.0000000000
ref_mOTU_v2_3122	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium agaricidamnosum	0.0000000000
ref_mOTU_v2_3123	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Tenacibaculum maritimum	0.0000000000
ref_mOTU_v2_3124	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. AK-YN10	0.0000000000
ref_mOTU_v2_3125	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces niveus	0.0000000000
ref_mOTU_v2_3126	k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis|f__Thaumarchaeota fam. incertae sedis|g__Thaumarchaeota gen. incertae sedis|s__Thaumarchaeota archaeon MY2	0.0000000000
ref_mOTU_v2_3127	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Olleya|s__Olleya marilimosa	0.0000000000
ref_mOTU_v2_3128	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thioclava|s__Thioclava indica	0.0000000000
ref_mOTU_v2_3129	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax sp. BSW11_IV	0.0000000000
ref_mOTU_v2_3130	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Ensifer|s__Ensifer sp. TW10	0.0000000000
ref_mOTU_v2_3131	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas luteoviolacea	0.0000000000
ref_mOTU_v2_3132	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thioclava|s__Thioclava pacifica	0.0000000000
ref_mOTU_v2_3133	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. BL8	0.0000000000
ref_mOTU_v2_3134	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter aquaticus	0.0000000000
ref_mOTU_v2_3135	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__candidatus Cardinium|s__Cardinium endosymbiont of Bemisia tabaci	0.0000000000
ref_mOTU_v2_3136	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Roseovarius sp. MCTG156(2b)	0.0000000000
ref_mOTU_v2_3137	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter sp. APR13	0.0000000000
ref_mOTU_v2_3138	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|s__Alicyclobacillus acidoterrestris	0.0000000000
ref_mOTU_v2_3139	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter canis	0.0000000000
ref_mOTU_v2_3140	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter macacae	0.0000000000
ref_mOTU_v2_3141	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter antarcticus	0.0000000000
ref_mOTU_v2_3142	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum sp. 1910b	0.0000000000
ref_mOTU_v2_3143	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacteraceae gen. incertae sedis|s__Rhodobacteraceae bacterium HIMB11	0.0000000000
ref_mOTU_v2_3144	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus infantis	0.0000000000
ref_mOTU_v2_3145	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus aminophilus	0.0000000000
ref_mOTU_v2_3146	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae|g__Methylosinus|s__Methylosinus sp. LW4	0.0000000000
ref_mOTU_v2_3147	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. UM_WGJ	0.0000000000
ref_mOTU_v2_3148	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. UM_WWY	0.0000000000
ref_mOTU_v2_3149	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium undicola	0.0000000000
ref_mOTU_v2_3150	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium iranicum	0.0000000000
ref_mOTU_v2_3151	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum lipoferum	0.0000000000
ref_mOTU_v2_3153	k__Bacteria|p__Firmicutes|c__Firmicutes sensu stricto class incertae sedis|o__Firmicutes sensu stricto order incertae sedis|f__Firmicutes sensu stricto fam. incertae sedis|g__Firmicutes sensu stricto gen. incertae sedis|s__Firmicutes bacterium ASF500	0.0000000000
ref_mOTU_v2_3154	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella jiangningensis	0.0000000000
ref_mOTU_v2_3155	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas phototrophica	0.0000000000
ref_mOTU_v2_3156	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae|g__Desulfonauticus|s__Desulfonauticus sp. A7A	0.0000000000
ref_mOTU_v2_3157	k__Bacteria|p__candidate division Zixibacteria|c__candidate division Zixibacteria class incertae sedis|o__candidate division Zixibacteria order incertae sedis|f__candidate division Zixibacteria fam. incertae sedis|g__candidate division Zixibacteria gen. incertae sedis|s__candidate division Zixibacteria bacterium RBG-1	0.0000000000
ref_mOTU_v2_3158	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium sp. MB1	0.0000000000
ref_mOTU_v2_3159	k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum schaedleri	0.0000000000
ref_mOTU_v2_3160	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. URHA0041	0.0000000000
ref_mOTU_v2_3161	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilaceae gen. incertae sedis|s__Geodermatophilaceae bacterium URHB0048	0.0000000000
ref_mOTU_v2_3162	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. URHC0008	0.0000000000
ref_mOTU_v2_3164	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas sp. URHE0023	0.0000000000
